vazao,data_day
0.4000000000,04/10/17
0.4666666667,04/10/17
0.4285714286,04/10/17
0.3750000000,04/10/17
0.5714285714,04/10/17
0.3750000000,04/10/17
0.4285714286,04/10/17
0.7500000000,04/10/17
0.4285714286,04/10/17
0.5714285714,04/10/17
0.8750000000,04/10/17
0.7142857143,04/10/17
0.5000000000,04/10/17
0.5714285714,04/10/17
0.6250000000,04/10/17
0.8000000000,04/10/17
0.8571428571,04/10/17
0.8571428571,04/10/17
1.0000000000,04/10/17
1.0000000000,04/10/17
1.4285714286,04/10/17
1.5714285714,04/10/17
1.8750000000,04/10/17
2.3333333333,04/10/17
3.2857142857,04/10/17
3.3750000000,04/10/17
4.7142857143,04/10/17
4.5714285714,04/10/17
4.8750000000,04/10/17
6.2857142857,04/10/17
6.3750000000,04/10/17
9.1333333333,04/10/17
12.7142857143,04/10/17
11.0000000000,04/10/17
12.5714285714,04/10/17
13.6250000000,04/10/17
19.7142857143,04/10/17
20.3478260870,04/10/17
19.5714285714,04/10/17
14.0000000000,04/10/17
6.7142857143,04/10/17
0.5000000000,04/10/17
0.4545454545,04/10/17
0.5714285714,04/10/17
0.5000000000,04/10/17
0.5714285714,04/10/17
0.0000000000,04/10/17
0.5714285714,04/10/17
0.5714285714,04/10/17
0.5000000000,04/10/17
0.7142857143,04/10/17
0.5000000000,04/10/17
0.6000000000,04/10/17
1.0000000000,04/10/17
0.8571428571,04/10/17
0.7500000000,04/10/17
1.1333333333,04/10/17
1.1250000000,04/10/17
1.4285714286,04/10/17
1.4285714286,04/10/17
1.7500000000,04/10/17
2.1428571429,04/10/17
1.7500000000,04/10/17
2.2000000000,04/10/17
2.8571428571,04/10/17
3.6000000000,04/10/17
4.0000000000,04/10/17
5.4285714286,04/10/17
6.3750000000,04/10/17
8.7142857143,04/10/17
12.1333333333,04/10/17
14.7500000000,04/10/17
18.5714285714,04/10/17
19.7142857143,04/10/17
17.1250000000,04/10/17
22.0000000000,04/10/17
18.3750000000,04/10/17
18.3750000000,04/10/17
18.2666666667,04/10/17
10.7142857143,04/10/17
0.7333333333,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.0000000000,04/10/17
0.2500000000,04/10/17
0.2857142857,04/10/17
0.3333333333,04/10/17
0.2500000000,04/10/17
0.2857142857,04/10/17
0.2857142857,04/10/17
0.5000000000,04/10/17
0.2500000000,04/10/17
0.2857142857,04/10/17
0.2857142857,04/10/17
0.3750000000,04/10/17
0.4285714286,04/10/17
0.3750000000,04/10/17
0.4285714286,04/10/17
0.3750000000,04/10/17
0.5333333333,04/10/17
0.4285714286,04/10/17
0.5000000000,04/10/17
0.4285714286,04/10/17
0.6000000000,04/10/17
0.6250000000,04/10/17
0.5714285714,04/10/17
0.7500000000,04/10/17
0.7142857143,04/10/17
1.0000000000,04/10/17
0.7333333333,04/10/17
0.8666666667,04/10/17
0.7500000000,04/10/17
1.0000000000,04/10/17
0.8750000000,04/10/17
1.1428571429,04/10/17
1.1250000000,04/10/17
1.1363636364,04/10/17
1.3750000000,04/10/17
1.5714285714,04/10/17
1.1250000000,03/10/17
1.5714285714,03/10/17
1.2500000000,03/10/17
1.7142857143,03/10/17
1.8750000000,03/10/17
1.6250000000,03/10/17
1.8571428571,03/10/17
1.3750000000,03/10/17
1.2000000000,03/10/17
1.5000000000,03/10/17
1.2500000000,03/10/17
1.6000000000,03/10/17
1.7142857143,03/10/17
1.8750000000,03/10/17
2.2000000000,03/10/17
3.1428571429,03/10/17
2.8750000000,03/10/17
4.0000000000,03/10/17
4.0000000000,03/10/17
4.2500000000,03/10/17
6.5714285714,03/10/17
7.5714285714,03/10/17
7.5000000000,03/10/17
10.5714285714,03/10/17
12.6000000000,03/10/17
12.6000000000,03/10/17
14.0000000000,03/10/17
16.1428571429,03/10/17
15.1875000000,03/10/17
20.1428571429,03/10/17
18.1250000000,03/10/17
20.2857142857,03/10/17
16.0000000000,03/10/17
12.8571428571,03/10/17
2.1250000000,03/10/17
0.3333333333,03/10/17
0.2857142857,03/10/17
0.3750000000,03/10/17
0.5714285714,03/10/17
0.2857142857,03/10/17
0.5000000000,03/10/17
0.4285714286,03/10/17
0.5000000000,03/10/17
0.4285714286,03/10/17
0.5652173913,03/10/17
0.4285714286,03/10/17
0.4000000000,03/10/17
0.5333333333,03/10/17
0.5000000000,03/10/17
0.4285714286,03/10/17
0.3750000000,03/10/17
0.4285714286,03/10/17
0.5714285714,03/10/17
0.5714285714,03/10/17
0.7500000000,03/10/17
0.6000000000,03/10/17
0.6250000000,03/10/17
0.7142857143,03/10/17
0.6250000000,03/10/17
0.8571428571,03/10/17
0.8571428571,03/10/17
0.8571428600,03/10/17
0.8750000000,03/10/17
0.8666666667,03/10/17
0.8571428571,03/10/17
0.7500000000,03/10/17
0.8571428571,03/10/17
1.0000000000,03/10/17
1.2857142857,03/10/17
1.3750000000,03/10/17
1.2857142857,03/10/17
1.8666666667,03/10/17
2.4285714286,03/10/17
2.2500000000,03/10/17
3.0000000000,03/10/17
3.8571428571,03/10/17
5.0000000000,03/10/17
4.7500000000,03/10/17
6.0000000000,03/10/17
6.3750000000,03/10/17
9.1428571429,03/10/17
9.2500000000,03/10/17
13.0000000000,03/10/17
15.1333333333,03/10/17
15.5000000000,03/10/17
16.2500000000,03/10/17
19.7142857143,03/10/17
20.5714285714,03/10/17
17.3750000000,03/10/17
16.4285714286,03/10/17
7.2500000000,03/10/17
0.2857142857,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.0000000000,03/10/17
0.1250000000,03/10/17
0.1428571429,03/10/17
0.1250000000,03/10/17
0.2857142857,03/10/17
0.2857142857,03/10/17
0.2500000000,03/10/17
0.2500000000,03/10/17
0.4285714286,03/10/17
0.4285714286,03/10/17
0.5000000000,03/10/17
0.6666666667,03/10/17
0.7142857143,03/10/17
0.7500000000,03/10/17
0.8000000000,03/10/17
1.1428571429,03/10/17
1.1428571429,03/10/17
1.1250000000,03/10/17
1.3750000000,03/10/17
1.4285714286,03/10/17
1.9333333333,03/10/17
2.7142857143,03/10/17
2.6250000000,03/10/17
3.1428571429,03/10/17
3.1250000000,03/10/17
4.4285714286,03/10/17
4.8750000000,03/10/17
6.5714285714,03/10/17
8.1333333333,03/10/17
12.1250000000,03/10/17
15.8571428571,03/10/17
16.3750000000,03/10/17
19.5714285714,03/10/17
18.3750000000,03/10/17
22.2857142857,03/10/17
19.6250000000,03/10/17
20.4285714286,03/10/17
12.6250000000,03/10/17
3.5714285714,03/10/17
0.5000000000,03/10/17
0.2857142857,03/10/17
0.2500000000,03/10/17
0.4285714286,03/10/17
0.2500000000,03/10/17
0.4285714286,03/10/17
0.2500000000,03/10/17
0.5714285714,03/10/17
0.2500000000,03/10/17
0.2857142857,03/10/17
0.5000000000,03/10/17
0.2857142857,03/10/17
0.3750000000,03/10/17
0.5714285714,03/10/17
0.3750000000,03/10/17
0.5714285714,03/10/17
0.7142857143,03/10/17
0.3750000000,03/10/17
0.5714285714,03/10/17
0.5333333333,03/10/17
0.5000000000,02/10/17
0.5714285714,02/10/17
0.4285714286,02/10/17
0.6250000000,02/10/17
0.5000000000,02/10/17
0.4666666667,02/10/17
0.5714285714,02/10/17
0.3750000000,02/10/17
0.7142857143,02/10/17
0.5000000000,02/10/17
0.3750000000,02/10/17
0.7142857143,02/10/17
0.7333333333,02/10/17
0.6250000000,02/10/17
0.7142857143,02/10/17
0.8000000000,02/10/17
1.0000000000,02/10/17
0.7500000000,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.3333333333,02/10/17
1.5714285714,02/10/17
1.6250000000,02/10/17
1.8571428571,02/10/17
2.0000000000,02/10/17
2.1250000000,02/10/17
2.7857142857,02/10/17
3.6666666667,02/10/17
4.6250000000,02/10/17
5.7142857143,02/10/17
6.1250000000,02/10/17
8.1428571429,02/10/17
11.2666666667,02/10/17
14.0000000000,02/10/17
17.1428571429,02/10/17
17.3750000000,02/10/17
19.5333333333,02/10/17
20.4666666667,02/10/17
18.2500000000,02/10/17
12.0909090909,02/10/17
0.2666666667,02/10/17
0.5714285714,02/10/17
0.3750000000,02/10/17
0.3750000000,02/10/17
0.4285714286,02/10/17
0.4285714286,02/10/17
0.5333333333,02/10/17
0.6250000000,02/10/17
0.8000000000,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.5714285714,02/10/17
1.3750000000,02/10/17
1.4285714286,02/10/17
1.2666666667,02/10/17
1.6000000000,02/10/17
1.5000000000,02/10/17
2.1428571429,02/10/17
2.8750000000,02/10/17
3.5714285714,02/10/17
4.1428571429,02/10/17
4.3750000000,02/10/17
5.7142857143,02/10/17
6.1250000000,02/10/17
9.2666666667,02/10/17
14.7142857143,02/10/17
13.8750000000,02/10/17
14.8750000000,02/10/17
18.7142857143,02/10/17
19.1428571429,02/10/17
17.7500000000,02/10/17
21.2857142857,02/10/17
18.2500000000,02/10/17
19.2857142857,02/10/17
19.2857143000,02/10/17
12.5000000000,02/10/17
4.7500000000,02/10/17
0.1428571429,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.0000000000,02/10/17
0.4285714286,02/10/17
0.1250000000,02/10/17
0.1333333333,02/10/17
0.1250000000,02/10/17
0.1428571429,02/10/17
0.1428571429,02/10/17
0.0000000000,02/10/17
0.4000000000,02/10/17
0.4285714286,02/10/17
0.4000000000,02/10/17
0.4000000000,02/10/17
0.0000000000,02/10/17
0.4285714286,02/10/17
0.3750000000,02/10/17
0.4285714286,02/10/17
0.3750000000,02/10/17
0.4285714286,02/10/17
0.5000000000,02/10/17
0.7142857143,02/10/17
0.7142857100,02/10/17
0.5652173913,02/10/17
0.5454545455,02/10/17
0.8000000000,02/10/17
0.8000000000,02/10/17
0.6250000000,02/10/17
1.1428571429,02/10/17
1.1428571429,02/10/17
0.8666666667,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.1428571429,02/10/17
1.0000000000,02/10/17
1.0000000000,02/10/17
1.2857142857,02/10/17
1.2500000000,02/10/17
1.5714285714,02/10/17
1.8571428571,02/10/17
0.0000000000,02/10/17
1.8571428571,02/10/17
2.1428571429,02/10/17
2.1428571400,01/10/17
2.2000000000,01/10/17
2.5000000000,01/10/17
3.2857142857,01/10/17
3.1250000000,01/10/17
4.4285714286,01/10/17
4.5000000000,01/10/17
6.0000000000,01/10/17
6.0000000000,01/10/17
7.0000000000,01/10/17
7.7500000000,01/10/17
9.5000000000,01/10/17
14.7142857143,01/10/17
14.5000000000,01/10/17
17.4285714286,01/10/17
16.8750000000,01/10/17
20.1428571429,01/10/17
19.3333333333,01/10/17
11.8750000000,01/10/17
3.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.0000000000,01/10/17
0.1428571429,01/10/17
0.1250000000,01/10/17
0.1428571429,01/10/17
0.1250000000,01/10/17
0.0000000000,01/10/17
0.1428571429,01/10/17
0.1250000000,01/10/17
0.1428571429,01/10/17
0.1250000000,30/09/17
0.0000000000,30/09/17
0.1250000000,30/09/17
0.1428571429,30/09/17
0.1250000000,30/09/17
0.1428571429,30/09/17
0.1250000000,30/09/17
0.1363636364,30/09/17
0.1250000000,30/09/17
0.1250000000,30/09/17
0.2857142857,30/09/17
0.1428571429,30/09/17
0.3750000000,30/09/17
0.3750000000,30/09/17
0.1250000000,30/09/17
0.1428571429,30/09/17
0.3750000000,30/09/17
0.1428571429,30/09/17
0.2000000000,30/09/17
0.2500000000,30/09/17
0.1428571429,30/09/17
0.2500000000,30/09/17
0.1428571429,30/09/17
0.2500000000,30/09/17
0.2857142857,30/09/17
0.1250000000,30/09/17
0.2857142857,30/09/17
0.2666666667,30/09/17
0.3333333333,30/09/17
0.2000000000,30/09/17
0.2500000000,30/09/17
0.2666666667,30/09/17
0.2857142857,30/09/17
0.2500000000,30/09/17
0.4285714286,30/09/17
0.1250000000,30/09/17
0.2727272727,30/09/17
0.3750000000,30/09/17
0.3750000000,30/09/17
0.2857142857,30/09/17
0.2857142857,30/09/17
0.3125000000,30/09/17
0.4285714286,30/09/17
0.2857142857,30/09/17
0.3750000000,30/09/17
0.2857142857,30/09/17
0.3750000000,30/09/17
0.2857142857,30/09/17
0.4000000000,30/09/17
0.5333333333,30/09/17
0.3750000000,30/09/17
0.4285714286,30/09/17
0.4285714286,30/09/17
0.3750000000,30/09/17
0.4285714286,30/09/17
0.5000000000,30/09/17
0.5714285714,30/09/17
0.5000000000,30/09/17
0.4285714286,30/09/17
0.5000000000,30/09/17
0.2857142857,30/09/17
0.3750000000,30/09/17
0.7142857143,30/09/17
0.5714285714,30/09/17
0.5000000000,30/09/17
0.8571428571,30/09/17
0.6000000000,30/09/17
0.6250000000,30/09/17
0.8000000000,30/09/17
1.1428571429,30/09/17
0.7500000000,30/09/17
1.1428571429,30/09/17
1.1250000000,30/09/17
1.2857142857,30/09/17
1.2500000000,30/09/17
1.5714285714,30/09/17
1.7142857143,30/09/17
1.7500000000,30/09/17
2.1428571429,30/09/17
1.8750000000,30/09/17
2.4285714286,30/09/17
2.5000000000,30/09/17
3.7727272727,30/09/17
4.1250000000,30/09/17
6.0000000000,30/09/17
6.1250000000,30/09/17
9.2857142857,30/09/17
10.0000000000,30/09/17
14.3333333333,30/09/17
17.5714285714,30/09/17
16.2500000000,30/09/17
18.7142857143,30/09/17
21.2857142857,30/09/17
18.1250000000,30/09/17
19.1250000000,30/09/17
19.4285714286,30/09/17
13.3750000000,30/09/17
5.0000000000,30/09/17
0.2500000000,30/09/17
0.3181818182,30/09/17
0.2500000000,30/09/17
0.5714285714,30/09/17
0.5714285700,30/09/17
0.3750000000,30/09/17
0.2666666667,30/09/17
0.4285714286,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.0000000000,30/09/17
0.1250000000,30/09/17
0.2000000000,30/09/17
0.1250000000,30/09/17
0.1250000000,30/09/17
0.1428571429,30/09/17
0.1333333333,30/09/17
0.2500000000,30/09/17
0.1428571429,30/09/17
0.2000000000,30/09/17
0.2500000000,30/09/17
0.1428571429,30/09/17
0.4285714286,30/09/17
0.2500000000,30/09/17
0.1250000000,30/09/17
0.2857142857,30/09/17
0.2857142857,30/09/17
0.2857142900,30/09/17
0.2500000000,30/09/17
0.1250000000,30/09/17
0.2857142857,30/09/17
0.2500000000,30/09/17
0.2857142857,30/09/17
0.2500000000,30/09/17
0.2857142857,30/09/17
0.2857142857,30/09/17
0.0000000000,30/09/17
0.4285714286,30/09/17
0.4285714300,30/09/17
0.2500000000,30/09/17
0.2857142857,30/09/17
0.3750000000,30/09/17
0.2666666667,30/09/17
